product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm
beleza_saude,2350,16,10,30
perfumaria,1300,25,20,16
beleza_saude,150,20,15,15
brinquedos,400,28,18,28
informatica_acessorios,150,16,3,17
beleza_saude,100,25,11,11
beleza_saude,250,31,4,22
beleza_saude,1188,17,16,17
brinquedos,2025,50,27,27
beleza_saude,1350,41,21,23
industria_comercio_e_negocios,1750,16,35,16
esporte_lazer,1075,22,23,22
informatica_acessorios,500,30,10,11
esporte_lazer,400,21,16,16
beleza_saude,2100,60,33,21
moveis_decoracao,767,52,6,42
cool_stuff,700,30,30,30
pet_shop,600,36,7,25
pet_shop,800,20,70,20
brinquedos,600,16,34,26
beleza_saude,500,20,12,12
utilidades_domesticas,150,34,15,16
casa_construcao,1160,26,18,19
fashion_roupa_feminina,500,60,60,15
esporte_lazer,340,18,13,16
cama_mesa_banho,1100,33,12,24
esporte_lazer,350,20,8,14
pet_shop,1100,25,25,15
ferramentas_jardim,250,16,2,11
cama_mesa_banho,350,30,15,30
beleza_saude,1400,31,21,31
malas_acessorios,900,25,50,40
alimentos,1550,20,52,19
automotivo,150,16,27,15
moveis_escritorio,28100,73,85,28
cama_mesa_banho,1400,20,5,15
esporte_lazer,3200,20,20,20
beleza_saude,1700,20,20,20
papelaria,4100,40,37,29
esporte_lazer,1250,28,12,20
perfumaria,183,16,12,14
bebes,1150,70,10,40
informatica_acessorios,100,18,7,13
construcao_ferramentas_construcao,400,16,20,16
esporte_lazer,200,18,5,18
moveis_decoracao,1000,20,35,20
ferramentas_jardim,100,16,2,20
bebes,400,16,20,16
audio,431,19,12,18
consoles_games,100,16,4,11
livros_tecnicos,1550,29,5,21
beleza_saude,725,23,15,13
construcao_ferramentas_construcao,5250,55,18,45
bebes,1200,45,11,40
informatica_acessorios,360,19,18,15
automotivo,4550,48,18,43
utilidades_domesticas,2000,16,2,11
instrumentos_musicais,17550,45,20,100
cama_mesa_banho,600,65,8,55
automotivo,700,20,10,11
informatica_acessorios,125,12,10,10
automotivo,550,30,3,11
esporte_lazer,2600,80,12,22
instrumentos_musicais,500,24,10,14
informatica_acessorios,2200,16,16,16
esporte_lazer,900,20,10,20
informatica_acessorios,650,36,16,16
construcao_ferramentas_iluminacao,4000,40,45,40
malas_acessorios,800,22,44,38
papelaria,10150,44,34,21
perfumaria,100,25,7,11
utilidades_domesticas,250,33,8,16
moveis_decoracao,500,47,18,15
pet_shop,700,71,2,18
esporte_lazer,1067,34,15,15
utilidades_domesticas,200,17,6,12
telefonia,100,17,12,17
eletrodomesticos,350,30,12,23
informatica_acessorios,150,16,13,14
beleza_saude,300,37,23,24
automotivo,100,17,5,11
relogios_presentes,167,16,10,17
papelaria,800,26,5,36
esporte_lazer,1600,30,15,30
ferramentas_jardim,1400,27,9,11
moveis_decoracao,850,16,20,12
moveis_decoracao,633,45,4,35
automotivo,5050,53,43,11
relogios_presentes,450,28,10,18
eletrodomesticos,375,31,12,23
perfumaria,438,20,14,19
beleza_saude,400,25,25,25
moveis_decoracao,550,20,20,13
instrumentos_musicais,600,33,4,24
cool_stuff,400,25,10,11
livros_interesse_geral,1000,21,12,17
brinquedos,300,24,15,15
informatica_acessorios,153,16,12,13
esporte_lazer,600,22,33,16
eletrodomesticos_2,8400,46,44,28
utilidades_domesticas,9900,40,30,35
esporte_lazer,1170,36,26,21
consoles_games,200,50,5,25
cool_stuff,833,17,12,16
cama_mesa_banho,2250,39,7,28
moveis_escritorio,7513,53,62,26
malas_acessorios,15500,40,60,25
moveis_decoracao,2300,36,21,36
utilidades_domesticas,4500,70,15,15
utilidades_domesticas,8450,35,35,35
utilidades_domesticas,6513,64,37,38
papelaria,400,30,20,25
esporte_lazer,500,34,16,16
informatica_acessorios,850,26,21,29
cama_mesa_banho,2820,34,8,38
moveis_decoracao,13200,56,48,38
automotivo,2250,16,25,11
brinquedos,1250,30,8,30
relogios_presentes,430,17,9,11
beleza_saude,500,98,3,12
perfumaria,200,16,5,11
cama_mesa_banho,1100,38,10,38
climatizacao,1800,30,15,30
bebes,3050,40,15,30
informatica_acessorios,800,26,13,25
moveis_decoracao,14550,40,40,40
esporte_lazer,2200,16,11,11
fashion_bolsas_e_acessorios,250,16,10,12
utilidades_domesticas,800,27,22,27
informatica_acessorios,400,26,3,20
climatizacao,8160,31,65,34
beleza_saude,175,23,11,13
brinquedos,5200,30,30,30
telefonia,200,20,4,14
moveis_escritorio,12275,40,54,38
brinquedos,450,17,13,16
papelaria,1000,25,41,30
casa_conforto_2,425,105,20,20
esporte_lazer,3300,89,15,40
moveis_decoracao,5800,57,15,38
utilidades_domesticas,875,29,24,25
moveis_decoracao,400,36,15,36
esporte_lazer,200,23,5,16
moveis_sala,3300,30,11,30
fashion_bolsas_e_acessorios,150,17,6,12
fashion_bolsas_e_acessorios,400,16,16,11
esporte_lazer,1200,18,18,15
papelaria,300,25,10,15
cama_mesa_banho,967,28,7,30
bebes,750,20,13,13
esporte_lazer,250,25,10,18
cama_mesa_banho,1400,36,9,27
cama_mesa_banho,200,26,10,22
beleza_saude,1200,16,35,11
relogios_presentes,291,16,11,12
utilidades_domesticas,2500,16,20,11
climatizacao,5300,26,26,56
construcao_ferramentas_ferramentas,570,17,10,17
eletrodomesticos,350,29,13,25
moveis_escritorio,10750,53,74,18
livros_interesse_geral,250,16,25,25
perfumaria,200,16,14,15
pet_shop,700,23,21,21
beleza_saude,1100,27,9,14
bebes,3013,40,21,40
perfumaria,267,16,6,11
utilidades_domesticas,250,35,6,12
consoles_games,500,20,30,20
pet_shop,9500,33,30,44
esporte_lazer,350,42,7,24
moveis_escritorio,13200,100,8,60
telefonia,121,17,4,16
papelaria,200,20,10,15
cool_stuff,450,35,5,25
moveis_decoracao,7100,90,4,55
brinquedos,300,28,13,22
perfumaria,400,18,5,11
moveis_escritorio,22500,79,12,40
malas_acessorios,24500,37,80,60
esporte_lazer,475,35,21,30
informatica_acessorios,1200,46,36,11
automotivo,954,22,20,22
ferramentas_jardim,400,38,10,25
beleza_saude,2250,30,10,17
consoles_games,100,18,5,15
utilidades_domesticas,550,21,22,24
perfumaria,200,23,7,15
automotivo,1100,26,40,20
cama_mesa_banho,5300,45,20,35
perfumaria,150,18,8,12
brinquedos,525,21,23,20
alimentos_bebidas,400,24,8,23
beleza_saude,350,26,5,18
cool_stuff,300,105,10,20
utilidades_domesticas,900,48,23,24
cama_mesa_banho,2800,45,15,35
fashion_bolsas_e_acessorios,100,18,6,12
malas_acessorios,1400,36,19,36
moveis_decoracao,1750,30,6,20
eletroportateis,17200,37,70,37
eletronicos,350,30,19,14
relogios_presentes,200,16,16,20
cama_mesa_banho,650,40,5,30
moveis_cozinha_area_de_servico_jantar_e_jardim,900,33,12,25
beleza_saude,750,30,10,17
utilidades_domesticas,1000,17,30,17
malas_acessorios,600,30,10,35
industria_comercio_e_negocios,900,30,20,30
agro_industria_e_comercio,1200,25,10,16
moveis_sala,30000,68,55,77
ferramentas_jardim,1750,43,14,39
telefonia_fixa,1600,16,16,16
cool_stuff,1050,55,18,28
eletroportateis,3167,18,25,22
eletronicos,500,25,11,18
eletronicos,550,23,7,17
instrumentos_musicais,1350,67,10,20
fraldas_higiene,2350,36,32,17
utilidades_domesticas,9850,29,66,29
bebes,1450,38,8,29
papelaria,1300,26,33,13
moveis_decoracao,5700,70,4,55
utilidades_domesticas,11650,54,20,54
beleza_saude,1250,19,17,17
relogios_presentes,413,19,12,15
relogios_presentes,625,16,14,14
cool_stuff,1550,35,47,48
moveis_decoracao,7050,30,20,70
automotivo,800,55,7,27
cool_stuff,900,20,23,27
automotivo,1900,41,45,11
eletronicos,1850,23,22,13
telefonia_fixa,100,19,3,20
utilidades_domesticas,1000,28,8,37
livros_interesse_geral,150,16,23,23
informatica_acessorios,850,36,21,21
cama_mesa_banho,6850,59,22,37
esporte_lazer,2500,24,18,18
construcao_ferramentas_construcao,3950,25,7,25
beleza_saude,300,21,6,17
esporte_lazer,240,16,2,11
malas_acessorios,16700,41,76,50
instrumentos_musicais,300,17,7,11
cool_stuff,1800,28,36,27
relogios_presentes,240,13,12,14
pet_shop,400,20,35,20
construcao_ferramentas_construcao,160,16,10,11
esporte_lazer,1400,29,26,25
moveis_decoracao,2700,70,5,15
utilidades_domesticas,23700,69,39,17
beleza_saude,1850,16,14,15
moveis_decoracao,600,65,13,20
cama_mesa_banho,2200,37,10,32
utilidades_domesticas,7600,55,33,40
esporte_lazer,7800,50,28,41
beleza_saude,1350,20,12,20
moveis_decoracao,18250,55,30,55
informatica_acessorios,125,18,8,15
utilidades_domesticas,650,35,20,30
bebes,13400,55,30,55
perfumaria,600,23,8,15
eletrodomesticos_2,10983,67,26,44
moveis_decoracao,850,40,36,28
automotivo,5925,73,4,43
moveis_decoracao,6700,70,51,13
cama_mesa_banho,500,17,7,17
informatica_acessorios,483,22,15,12
utilidades_domesticas,400,16,20,15
moveis_escritorio,11050,58,20,56
relogios_presentes,1000,20,30,20
musica,200,16,2,11
esporte_lazer,450,25,15,15
moveis_decoracao,5200,30,35,30
malas_acessorios,1000,32,47,12
telefonia,100,22,6,11
ferramentas_jardim,1575,28,29,34
esporte_lazer,155,18,15,19
papelaria,5700,60,20,29
brinquedos,1300,16,40,28
cool_stuff,300,23,10,17
perfumaria,450,18,5,11
cama_mesa_banho,1400,40,10,35
esporte_lazer,500,25,14,22
ferramentas_jardim,250,16,7,11
bebidas,273,21,16,15
moveis_decoracao,750,35,2,25
utilidades_domesticas,282,22,13,15
papelaria,450,25,15,25
casa_construcao,12750,28,75,28
instrumentos_musicais,15150,45,20,100
livros_tecnicos,850,29,3,21
moveis_decoracao,7250,100,25,25
cool_stuff,1800,34,4,34
construcao_ferramentas_construcao,50,29,9,21
esporte_lazer,1450,36,25,25
utilidades_domesticas,368,20,12,13
informatica_acessorios,1403,16,40,16
consoles_games,410,20,10,18
moveis_escritorio,7900,52,51,17
telefonia,200,25,17,25
moveis_decoracao,300,50,25,16
utilidades_domesticas,400,22,7,15
bebes,500,39,6,27
informatica_acessorios,800,35,20,20
automotivo,700,35,15,20
telefonia_fixa,1100,22,10,20
fashion_bolsas_e_acessorios,150,17,5,18
automotivo,300,16,4,16
cama_mesa_banho,7000,55,15,42
instrumentos_musicais,275,18,4,18
utilidades_domesticas,625,18,16,16
market_place,200,22,4,15
brinquedos,500,25,30,15
perfumaria,600,25,10,18
bebes,300,30,30,12
esporte_lazer,600,35,15,28
fashion_calcados,500,33,19,16
ferramentas_jardim,8800,100,7,35
ferramentas_jardim,250,16,7,16
utilidades_domesticas,1000,45,16,16
fashion_calcados,950,22,12,33
informatica_acessorios,500,36,5,15
bebes,2000,33,44,19
eletrodomesticos,250,27,12,17
utilidades_domesticas,2010,32,75,32
perfumaria,200,30,30,30
beleza_saude,750,30,30,30
utilidades_domesticas,525,29,17,19
utilidades_domesticas,500,25,6,20
eletroportateis,350,20,11,11
automotivo,7450,40,30,30
brinquedos,1200,30,7,30
livros_importados,250,32,3,24
beleza_saude,3700,21,16,31
moveis_decoracao,1400,28,21,23
climatizacao,9100,59,17,37
automotivo,900,16,6,20
brinquedos,450,25,20,20
relogios_presentes,400,16,12,16
market_place,30000,37,52,56
utilidades_domesticas,2025,30,24,24
brinquedos,1775,31,21,21
informatica_acessorios,200,21,5,20
automotivo,100,25,2,13
utilidades_domesticas,2000,30,40,30
livros_interesse_geral,350,21,22,15
moveis_decoracao,1100,35,4,26
beleza_saude,650,18,12,12
telefonia,150,18,4,16
cool_stuff,500,30,20,40
fashion_bolsas_e_acessorios,100,20,2,25
perfumaria,200,17,10,12
esporte_lazer,5800,36,31,31
utilidades_domesticas,1000,30,15,20
eletroportateis,1200,25,20,20
automotivo,3200,42,19,25
livros_interesse_geral,200,16,22,27
relogios_presentes,500,23,13,16
utilidades_domesticas,10250,27,57,36
beleza_saude,200,17,17,17
informatica_acessorios,975,36,16,16
brinquedos,850,35,10,40
esporte_lazer,140,18,5,13
esporte_lazer,300,17,9,26
moveis_decoracao,750,22,2,30
ferramentas_jardim,700,16,24,31
perfumaria,250,24,12,11
esporte_lazer,800,17,105,12
eletroportateis,1575,27,13,27
beleza_saude,700,16,10,20
perfumaria,350,27,14,11
livros_interesse_geral,500,16,6,23
esporte_lazer,5150,20,16,16
cama_mesa_banho,9850,60,30,48
pet_shop,12050,60,30,40
cama_mesa_banho,350,35,4,26
pet_shop,4000,35,30,20
moveis_decoracao,10100,64,8,64
utilidades_domesticas,10050,31,61,31
esporte_lazer,3800,37,44,34
cine_foto,300,20,12,16
beleza_saude,1100,42,10,20
eletronicos,225,21,11,16
bebes,30000,55,67,46
livros_tecnicos,1800,29,5,21
cama_mesa_banho,2300,52,16,44
climatizacao,250,35,20,25
cama_mesa_banho,650,37,23,35
construcao_ferramentas_seguranca,1657,39,9,33
informatica_acessorios,610,27,12,20
cama_mesa_banho,3350,25,10,25
beleza_saude,3217,27,21,27
utilidades_domesticas,850,35,15,25
beleza_saude,1150,42,11,12
utilidades_domesticas,16500,60,45,40
alimentos_bebidas,350,20,8,16
esporte_lazer,500,25,10,20
brinquedos,510,25,15,25
esporte_lazer,400,16,6,20
utilidades_domesticas,8900,19,48,27
construcao_ferramentas_construcao,100,26,3,22
telefonia,600,21,11,13
perfumaria,4800,27,20,35
bebes,343,14,12,16
esporte_lazer,3650,14,16,12
ferramentas_jardim,300,20,15,15
moveis_decoracao,13150,35,45,35
bebes,200,16,14,11
esporte_lazer,125,19,14,15
cama_mesa_banho,20325,63,40,55
esporte_lazer,1350,16,16,16
construcao_ferramentas_construcao,931,24,19,23
fashion_bolsas_e_acessorios,300,16,14,11
automotivo,500,26,3,16
esporte_lazer,4200,30,30,30
instrumentos_musicais,9850,30,15,100
moveis_decoracao,3800,23,37,36
automotivo,3550,53,43,11
esporte_lazer,475,23,23,21
beleza_saude,200,23,24,20
pet_shop,150,18,18,15
brinquedos,382,37,7,26
papelaria,225,23,7,15
papelaria,7650,28,55,37
moveis_decoracao,3350,69,11,11
ferramentas_jardim,825,33,26,21
esporte_lazer,700,16,26,11
moveis_sala,19250,33,28,16
moveis_quarto,20450,45,60,40
casa_conforto,14000,45,15,35
perfumaria,494,20,17,17
eletroportateis,475,28,16,16
automotivo,400,25,10,20
cama_mesa_banho,3600,40,15,35
beleza_saude,29050,55,75,61
casa_construcao,250,16,4,14
cama_mesa_banho,550,70,8,30
informatica_acessorios,3800,50,22,30
casa_conforto,6050,60,40,15
beleza_saude,1100,21,11,17
cool_stuff,400,18,12,14
perfumaria,460,19,13,17
alimentos,700,16,13,12
artes,1200,41,3,33
esporte_lazer,1850,32,25,37
bebes,375,29,14,20
livros_tecnicos,700,23,2,16
cama_mesa_banho,5925,51,16,36
livros_interesse_geral,280,28,12,21
moveis_decoracao,100,26,9,36
beleza_saude,3900,30,30,16
automotivo,800,16,6,15
relogios_presentes,925,24,12,22
perfumaria,483,19,17,15
cool_stuff,150,16,20,16
eletrodomesticos,350,26,20,19
moveis_decoracao,5550,41,26,31
utilidades_domesticas,1700,35,10,35
fashion_bolsas_e_acessorios,500,16,16,16
automotivo,2600,28,10,14
moveis_decoracao,1650,40,8,40
consoles_games,150,18,19,16
cama_mesa_banho,1500,53,18,36
papelaria,300,21,7,15
industria_comercio_e_negocios,24950,104,25,35
moveis_decoracao,136,18,9,14
cama_mesa_banho,350,25,2,30
esporte_lazer,350,23,23,23
beleza_saude,650,16,7,13
bebes,3550,40,10,40
cama_mesa_banho,350,45,6,30
automotivo,1546,23,7,24
esporte_lazer,150,20,4,12
cool_stuff,813,24,18,39
automotivo,1050,14,3,9
beleza_saude,250,23,17,21
construcao_ferramentas_construcao,550,30,30,18
beleza_saude,200,16,15,15
automotivo,514,24,14,20
beleza_saude,100,16,16,11
eletronicos,500,16,8,11
construcao_ferramentas_construcao,2400,22,8,22
beleza_saude,1800,20,45,11
ferramentas_jardim,1500,27,6,23
relogios_presentes,600,16,12,11
papelaria,400,16,29,23
esporte_lazer,20900,105,70,25
alimentos,1150,16,14,16
telefonia,125,18,4,14
eletronicos,800,30,8,20
pet_shop,2200,42,22,32
brinquedos,1750,42,20,40
cama_mesa_banho,800,44,2,36
cool_stuff,2600,30,10,20
moveis_decoracao,1550,35,24,25
perfumaria,700,16,2,11
beleza_saude,300,16,10,16
utilidades_domesticas,200,16,12,11
beleza_saude,300,20,5,20
cama_mesa_banho,3280,73,16,46
cama_mesa_banho,1017,39,15,34
la_cuisine,8800,55,15,55
moveis_decoracao,20300,82,42,33
pet_shop,700,16,16,16
fashion_bolsas_e_acessorios,500,30,15,20
beleza_saude,600,16,16,11
brinquedos,450,38,12,20
pet_shop,200,16,20,11
cama_mesa_banho,7550,45,15,35
casa_construcao,4350,80,15,30
construcao_ferramentas_construcao,2450,22,8,22
sinalizacao_e_seguranca,22650,85,85,15
cama_mesa_banho,2900,40,20,35
eletronicos,200,32,10,25
beleza_saude,650,23,12,18
bebes,900,32,32,15
perfumaria,600,18,9,13
livros_interesse_geral,500,30,4,20
sinalizacao_e_seguranca,750,45,21,23
esporte_lazer,350,16,12,14
esporte_lazer,87,16,5,11
beleza_saude,100,20,20,20
alimentos_bebidas,1100,16,15,15
cama_mesa_banho,950,35,6,45
automotivo,6000,25,30,25
telefonia,300,20,3,20
esporte_lazer,345,18,15,15
utilidades_domesticas,1050,35,14,17
esporte_lazer,120,30,20,20
eletronicos,18700,22,20,23
cama_mesa_banho,650,28,8,22
beleza_saude,1250,16,16,16
utilidades_domesticas,4267,47,23,31
cama_mesa_banho,475,65,4,45
moveis_decoracao,7600,50,30,30
moveis_escritorio,16650,63,58,24
cama_mesa_banho,600,20,2,15
beleza_saude,350,19,12,19
informatica_acessorios,200,16,5,15
alimentos_bebidas,1800,17,17,17
automotivo,6650,53,43,11
utilidades_domesticas,700,23,23,23
brinquedos,1850,39,7,29
automotivo,4900,102,33,30
moveis_decoracao,14900,40,35,40
beleza_saude,400,20,8,50
utilidades_domesticas,450,40,15,20
perfumaria,6100,30,40,30
moveis_decoracao,1350,36,14,26
telefonia,125,17,6,13
esporte_lazer,300,18,12,14
informatica_acessorios,5550,16,10,11
esporte_lazer,50,25,27,23
utilidades_domesticas,3300,50,30,30
beleza_saude,500,22,6,16
fashion_bolsas_e_acessorios,1870,27,20,29
utilidades_domesticas,1700,40,3,30
bebes,3300,78,11,55
beleza_saude,1400,16,19,15
informatica_acessorios,2700,38,38,38
malas_acessorios,1300,47,10,31
utilidades_domesticas,200,20,10,15
moveis_escritorio,30000,62,55,60
beleza_saude,4200,32,13,26
utilidades_domesticas,9900,40,20,30
esporte_lazer,321,20,12,15
informatica_acessorios,200,22,15,12
beleza_saude,150,19,17,15
livros_interesse_geral,579,30,14,31
relogios_presentes,450,18,12,15
construcao_ferramentas_construcao,200,52,12,12
moveis_decoracao,900,30,10,25
cama_mesa_banho,3080,23,37,19
livros_tecnicos,400,23,3,16
beleza_saude,450,20,16,16
pet_shop,200,16,25,11
alimentos,317,16,10,11
perfumaria,300,18,12,15
instrumentos_musicais,4000,45,20,100
malas_acessorios,850,20,50,40
beleza_saude,150,16,9,11
fashion_bolsas_e_acessorios,250,16,13,11
esporte_lazer,750,16,14,14
malas_acessorios,1087,39,28,33
utilidades_domesticas,1900,27,23,35
eletrodomesticos,100,16,2,13
informatica_acessorios,850,31,11,11
moveis_decoracao,2600,51,21,34
beleza_saude,650,18,8,12
moveis_decoracao,530,69,10,12
esporte_lazer,350,16,30,15
moveis_decoracao,1700,19,7,16
utilidades_domesticas,1000,26,20,24
bebes,1300,40,25,30
esporte_lazer,3300,86,26,18
relogios_presentes,250,16,11,12
esporte_lazer,3600,22,27,22
eletrodomesticos,1600,55,7,38
esporte_lazer,2650,31,25,20
malas_acessorios,9175,30,36,46
esporte_lazer,4425,42,26,31
papelaria,400,26,6,18
cama_mesa_banho,1667,43,14,37
cama_mesa_banho,1500,60,10,40
utilidades_domesticas,550,16,23,11
instrumentos_musicais,575,20,10,13
automotivo,100,35,10,25
casa_construcao,550,16,27,16
utilidades_domesticas,1550,37,25,25
eletronicos,100,16,15,14
artes,500,16,17,14
moveis_escritorio,9750,42,41,42
utilidades_domesticas,300,30,11,18
eletronicos,215,19,10,14
informatica_acessorios,225,30,9,23
cool_stuff,600,25,25,25
cama_mesa_banho,513,52,12,38
beleza_saude,325,19,20,18
beleza_saude,600,50,8,105
beleza_saude,325,16,14,15
brinquedos,966,22,45,27
pet_shop,263,26,19,20
esporte_lazer,1450,49,12,27
esporte_lazer,1200,26,26,26
utilidades_domesticas,4100,52,5,32
automotivo,300,16,6,11
informatica_acessorios,100,16,18,16
relogios_presentes,833,17,16,16
moveis_decoracao,200,22,6,15
informatica_acessorios,150,22,16,16
perfumaria,700,35,15,26
papelaria,2900,32,44,21
esporte_lazer,300,23,15,16
beleza_saude,431,18,18,15
utilidades_domesticas,21700,105,20,30
construcao_ferramentas_seguranca,175,18,13,16
livros_tecnicos,1200,23,4,18
construcao_ferramentas_construcao,2144,19,19,23
cama_mesa_banho,18000,45,15,35
livros_interesse_geral,600,18,25,11
moveis_escritorio,16750,63,58,26
utilidades_domesticas,600,16,13,23
eletrodomesticos_2,25600,65,72,35
construcao_ferramentas_jardim,300,25,16,16
pet_shop,1300,68,3,45
livros_interesse_geral,250,20,10,30
alimentos_bebidas,268,28,15,20
perfumaria,160,18,5,16
moveis_decoracao,4000,45,15,35
pet_shop,350,27,9,27
esporte_lazer,1200,21,14,14
esporte_lazer,200,17,4,11
esporte_lazer,500,31,18,37
cama_mesa_banho,1400,42,11,36
moveis_decoracao,1200,34,34,18
fraldas_higiene,550,16,16,20
utilidades_domesticas,600,38,90,23
construcao_ferramentas_construcao,2450,16,20,15
papelaria,700,16,4,11
construcao_ferramentas_jardim,2000,25,10,15
esporte_lazer,512,21,15,22
utilidades_domesticas,700,25,15,60
bebes,100,17,6,11
esporte_lazer,1500,50,15,30
malas_acessorios,14000,38,28,56
agro_industria_e_comercio,380,22,11,14
moveis_decoracao,4800,20,50,40
beleza_saude,4650,47,27,28
moveis_decoracao,19200,58,40,50
ferramentas_jardim,150,19,3,13
cama_mesa_banho,3500,43,18,30
beleza_saude,1230,18,18,16
industria_comercio_e_negocios,5200,38,30,25
moveis_decoracao,1200,38,4,25
utilidades_domesticas,3800,50,21,37
automotivo,750,16,15,11
esporte_lazer,18350,16,78,30
beleza_saude,450,25,14,13
utilidades_domesticas,18650,66,45,41
instrumentos_musicais,5600,30,62,45
beleza_saude,450,16,19,11
alimentos_bebidas,700,20,8,16
brinquedos,400,21,9,21
moveis_decoracao,467,45,4,35
informatica_acessorios,482,52,4,14
ferramentas_jardim,650,22,15,22
automotivo,350,16,16,16
brinquedos,600,40,10,25
moveis_decoracao,550,42,2,32
relogios_presentes,425,16,10,11
brinquedos,750,20,58,21
beleza_saude,900,25,30,20
bebes,5508,62,43,56
construcao_ferramentas_seguranca,2100,16,27,11
beleza_saude,1300,33,10,16
moveis_decoracao,2800,50,10,40
brinquedos,4900,23,16,31
eletronicos,9650,20,20,20
informatica_acessorios,2950,18,25,18
telefonia,238,18,8,14
pet_shop,4050,30,20,40
esporte_lazer,1350,80,8,15
automotivo,225,19,14,16
malas_acessorios,19250,32,76,50
agro_industria_e_comercio,1640,37,34,31
relogios_presentes,600,23,21,21
eletroportateis,5900,94,7,45
esporte_lazer,925,30,26,20
relogios_presentes,500,33,5,33
automotivo,2600,100,5,43
construcao_ferramentas_construcao,100,20,20,20
moveis_cozinha_area_de_servico_jantar_e_jardim,3400,16,41,31
beleza_saude,413,17,12,14
moveis_decoracao,600,16,17,16
informatica_acessorios,200,18,6,16
brinquedos,400,18,14,12
perfumaria,117,16,12,13
automotivo,85,21,3,17
livros_tecnicos,400,23,2,16
eletrodomesticos,15100,29,14,21
cool_stuff,300,16,11,16
livros_tecnicos,650,17,24,11
cool_stuff,850,100,7,50
utilidades_domesticas,8750,35,15,35
telefonia,500,16,16,16
utilidades_domesticas,600,24,6,16
construcao_ferramentas_construcao,1400,20,42,20
brinquedos,690,40,17,18
relogios_presentes,133,17,11,13
automotivo,850,24,18,18
cama_mesa_banho,18100,63,30,44
utilidades_domesticas,6200,31,38,28
bebes,200,30,4,20
informatica_acessorios,500,19,11,15
automotivo,260,18,6,17
esporte_lazer,550,16,13,11
esporte_lazer,1325,21,32,17
bebes,150,20,6,15
cama_mesa_banho,1900,45,10,34
telefonia_fixa,200,16,2,11
utilidades_domesticas,700,16,45,11
cama_mesa_banho,500,60,9,50
utilidades_domesticas,3300,60,50,60
papelaria,600,35,5,50
moveis_decoracao,200,18,8,18
utilidades_domesticas,10100,40,20,30
automotivo,10300,54,57,20
papelaria,800,16,7,21
market_place,300,18,11,14
informatica_acessorios,150,40,2,24
esporte_lazer,1250,31,32,31
automotivo,800,26,9,24
papelaria,7550,60,20,29
esporte_lazer,2488,30,23,31
moveis_sala,5050,50,10,55
automotivo,250,16,15,16
beleza_saude,150,16,17,14
brinquedos,900,21,25,21
sinalizacao_e_seguranca,450,20,13,33
livros_interesse_geral,910,21,11,18
esporte_lazer,650,22,12,22
ferramentas_jardim,700,20,45,20
esporte_lazer,305,23,13,21
malas_acessorios,17200,45,70,25
beleza_saude,350,27,4,11
papelaria,980,40,31,28
tablets_impressao_imagem,100,16,6,14
esporte_lazer,800,50,15,25
cool_stuff,2375,16,15,65
papelaria,1550,18,16,18
cama_mesa_banho,8500,50,25,25
brinquedos,7811,45,28,46
brinquedos,4300,20,62,35
informatica_acessorios,2425,17,8,11
esporte_lazer,500,16,15,12
esporte_lazer,400,25,15,11
informatica_acessorios,100,60,16,11
informatica_acessorios,1850,27,10,20
moveis_decoracao,450,80,20,20
beleza_saude,3500,24,15,17
malas_acessorios,900,18,51,35
esporte_lazer,250,35,15,20
utilidades_domesticas,20600,50,50,50
bebes,500,30,5,30
esporte_lazer,1250,33,25,28
casa_construcao,3800,30,35,30
utilidades_domesticas,1500,60,15,20
eletronicos,2200,45,15,25
eletrodomesticos,11200,27,12,17
eletronicos,150,20,11,16
alimentos,8238,44,28,36
perfumaria,900,20,7,23
brinquedos,450,18,10,13
consoles_games,5200,32,52,37
moveis_escritorio,13175,57,55,22
utilidades_domesticas,500,16,19,11
pet_shop,21700,50,60,60
cine_foto,117,9,11,12
agro_industria_e_comercio,1900,40,15,20
automotivo,500,16,4,11
eletrodomesticos,450,18,8,13
informatica_acessorios,888,27,12,25
esporte_lazer,200,25,5,20
consoles_games,400,21,9,14
audio,620,23,15,17
cama_mesa_banho,1450,54,9,42
beleza_saude,250,25,15,20
utilidades_domesticas,750,28,4,36
pet_shop,50,16,16,16
informatica_acessorios,225,17,14,13
alimentos,1250,17,10,28
moveis_decoracao,5300,44,17,44
utilidades_domesticas,1650,38,26,26
fashion_bolsas_e_acessorios,150,16,5,15
utilidades_domesticas,1200,18,28,18
moveis_decoracao,400,18,18,18
fashion_bolsas_e_acessorios,150,16,5,14
cool_stuff,900,25,37,36
moveis_decoracao,300,20,10,15
brinquedos,3000,20,62,35
utilidades_domesticas,100,28,17,11
beleza_saude,1167,19,16,16
pet_shop,8400,85,10,60
relogios_presentes,325,19,8,12
beleza_saude,300,30,16,16
informatica_acessorios,400,18,9,14
esporte_lazer,650,19,15,16
utilidades_domesticas,225,31,13,28
industria_comercio_e_negocios,7800,16,105,30
informatica_acessorios,663,21,15,13
bebes,700,16,24,35
utilidades_domesticas,200,30,10,15
moveis_escritorio,12700,58,20,58
automotivo,300,25,25,25
instrumentos_musicais,850,42,8,40
esporte_lazer,1250,41,6,33
utilidades_domesticas,1500,24,20,22
utilidades_domesticas,1600,30,40,30
cama_mesa_banho,2200,47,21,41
utilidades_domesticas,2100,30,30,30
relogios_presentes,400,30,10,30
utilidades_domesticas,2225,16,30,13
